uid,0-250000,250000-350000,350000-450000,450000-650000,650000+
7477,0.0040550450794398785,0.007346737198531628,0.1539674699306488,0.8290148377418518,0.0056159463711082935
13001,0.027124425396323204,0.1157342940568924,0.3991435170173645,0.4480486512184143,0.009949062019586563
2292,0.006371702533215284,0.09565062820911407,0.5599465370178223,0.3282438814640045,0.009787294082343578
8648,0.29269838333129883,0.6407574415206909,0.06368498504161835,0.002557151485234499,3.020607400685549e-4
3031,0.019414877519011497,0.17527396976947784,0.4800936281681061,0.257212370634079,0.06800513714551926
8229,0.002151664113625884,0.00918989721685648,0.023350022733211517,0.8740640878677368,0.09124431014060974
13976,0.021876554936170578,0.7390273213386536,0.1959892362356186,0.04079741612076759,0.002309495350345969
7844,0.047892287373542786,0.13629916310310364,0.6572214365005493,0.144330695271492,0.01425638236105442
5296,0.007562934421002865,0.005611766595393419,0.11820870637893677,0.8616697788238525,0.0069467672146856785
3376,0.13919851183891296,0.4403809607028961,0.3354669213294983,0.08285408467054367,0.0020994956139475107
5551,0.011725394986569881,0.12691199779510498,0.5694440603256226,0.287022203207016,0.004896341823041439
9980,0.08665986359119415,0.49210986495018005,0.33852946758270264,0.07969686388969421,0.003003972815349698
2200,0.005128702614456415,0.08530488610267639,0.5287182331085205,0.3213324248790741,0.05951574444770813
9536,0.010980216786265373,0.0326852984726429,0.11280179768800735,0.28122037649154663,0.5623123049736023
3919,0.0935874730348587,0.6559211015701294,0.2413111925125122,0.00858210027217865,5.981157883070409e-4
7005,0.014251304790377617,0.1525915116071701,0.5049114227294922,0.31467559933662415,0.013570188544690609
13089,0.0013245203299447894,0.0014690733514726162,0.0017643108731135726,0.04916726425290108,0.9462748169898987
4579,0.036355212330818176,0.07479265332221985,0.7578787803649902,0.12814511358737946,0.00282825855538249
5136,0.3787841498851776,0.30362945795059204,0.18508096039295197,0.12049550563097,0.012009900994598866
5353,0.03237535059452057,0.514252245426178,0.34821030497550964,0.09477485716342926,0.010387224145233631
14920,0.02211236022412777,0.07531530410051346,0.25020337104797363,0.4831143915653229,0.16925452649593353
3918,0.09198345988988876,0.4226359724998474,0.4545566737651825,0.02796335145831108,0.0028605032712221146
11259,0.020235111936926842,0.08722717314958572,0.341129869222641,0.5074120163917542,0.04399576410651207
2298,0.003662409260869026,0.18732954561710358,0.4100651741027832,0.3765661418437958,0.022376704961061478
14906,0.003297304967418313,0.006950025446712971,0.07127127796411514,0.17819342017173767,0.7402879595756531
14685,0.036631304770708084,0.0876968652009964,0.32675889134407043,0.4961124062538147,0.05280046537518501
9029,0.17121213674545288,0.6255452632904053,0.18583853542804718,0.016064533963799477,0.001339491456747055
14183,0.09414511919021606,0.685920000076294,0.19801658391952515,0.019784707576036453,0.0021336206700652838
14919,0.010743583552539349,0.02221653051674366,0.2903994619846344,0.5738527178764343,0.10278773307800293
8427,0.044314928352832794,0.2569756507873535,0.5372633337974548,0.1571289300918579,0.004317176062613726
7493,0.01949402131140232,0.08036119490861893,0.48277267813682556,0.41554349660873413,0.0018286136910319328
14888,0.01181540172547102,0.04578397795557976,0.3218107223510742,0.5142959952354431,0.10629391670227051
9394,0.0013385218335315585,0.004704238381236792,0.02804340235888958,0.12892739474773407,0.8369864821434021
14002,0.09096702188253403,0.39551809430122375,0.4576181173324585,0.0523497574031353,0.003547010011970997
9549,0.02763679251074791,0.09618595242500305,0.44680070877075195,0.35464102029800415,0.07473552972078323
2374,0.004717338364571333,0.11316310614347458,0.23321205377578735,0.4555555582046509,0.19335192441940308
9970,0.44891706109046936,0.36647528409957886,0.17774204909801483,0.006132961250841618,7.326440536417067e-4
11196,0.0031905912328511477,0.0027262114454060793,0.003500014077872038,0.012331580743193626,0.978251576423645
14135,0.06781262159347534,0.3729305863380432,0.4613158106803894,0.09369271993637085,0.004248314071446657
8752,0.1115834042429924,0.7273271083831787,0.1564953476190567,0.004185028839856386,4.0914429700933397e-4
13083,0.002165106125175953,0.0036381427198648453,0.021198399364948273,0.12974663078784943,0.8432517051696777
4554,0.016439028084278107,0.05756590887904167,0.3477464020252228,0.5441647171974182,0.03408393636345863
14091,0.23675602674484253,0.6235814094543457,0.10569837689399719,0.03046511672437191,0.0034990503918379545
7991,0.012552463449537754,0.05938562750816345,0.2855423390865326,0.5093305706977844,0.13318900763988495
9538,0.05094784498214722,0.28558143973350525,0.4124153256416321,0.22262336313724518,0.028431998565793037
14415,0.007534196134656668,0.01569213531911373,0.017177188768982887,0.17299412190914154,0.7866023182868958
14727,0.016291078180074692,0.05208694934844971,0.23415933549404144,0.2282620668411255,0.4692005217075348
13154,7.735209073871374e-4,9.231155272573233e-4,0.0021298823412507772,0.022155601531267166,0.974017858505249
5605,0.0040773130021989346,0.054397597908973694,0.1319793313741684,0.7944660186767578,0.015079701319336891
2368,0.001727565424516797,0.0320037417113781,0.08801984041929245,0.6563659310340881,0.22188293933868408
11230,0.06985919922590256,0.12971661984920502,0.2537551820278168,0.49026352167129517,0.0564054436981678
9580,0.006578924600034952,0.03735922649502754,0.15525223314762115,0.5841044187545776,0.21670521795749664
2835,0.12266390025615692,0.6047150492668152,0.25915253162384033,0.012768570333719254,6.999176694080234e-4
14901,0.04842725023627281,0.07865923643112183,0.3504244387149811,0.48290348052978516,0.03958560898900032
9558,0.02123875357210636,0.0865146666765213,0.3660321831703186,0.34750470519065857,0.1787097007036209
8260,0.012426301836967468,0.08337172120809555,0.758651852607727,0.1368488073348999,0.008701317012310028
15090,0.04369959235191345,0.07162105292081833,0.13992121815681458,0.5822753310203552,0.16248279809951782
9988,0.010544265620410442,0.07790354639291763,0.5136814117431641,0.3770526945590973,0.020818093791604042
4582,0.004709215369075537,0.07102324068546295,0.7029577493667603,0.21414653956890106,0.007163251284509897
14089,0.24521660804748535,0.639452338218689,0.08775865286588669,0.02440299652516842,0.0031693847849965096
11669,0.034338098019361496,0.2572840750217438,0.6048833131790161,0.05187677592039108,0.05161771550774574
2370,0.012227272614836693,0.07375725358724594,0.22185371816158295,0.4952600598335266,0.19690166413784027
7550,0.005859076045453548,0.004703638609498739,0.0943065881729126,0.889129638671875,0.00600110087543726
7894,2.205564669566229e-4,0.0016591803869232535,0.01199924387037754,0.033989232033491135,0.9521318078041077
7558,0.002238670364022255,0.01239203941076994,0.124014712870121,0.8594909310340881,0.001863681012764573
5552,0.012980678118765354,0.08923527598381042,0.42714908719062805,0.43641334772109985,0.03422166034579277
9021,0.08169601857662201,0.5160453915596008,0.38550126552581787,0.014015980996191502,0.0027413195930421352
4712,0.06897304952144623,0.10921887308359146,0.03642593324184418,0.652412474155426,0.13296963274478912
3119,0.019709158688783646,0.3560499846935272,0.4439556300640106,0.17231455445289612,0.007970643229782581
14904,0.0016633025370538235,0.004051134921610355,0.03560778126120567,0.1256699115037918,0.8330079317092896
4628,0.0010888201650232077,0.009911003522574902,0.007360679097473621,0.08352978527545929,0.8981097340583801
4568,0.017593054100871086,0.07602863758802414,0.7370737195014954,0.16393424570560455,0.005370293278247118
7514,0.01354961283504963,0.13245023787021637,0.6091116070747375,0.24289166927337646,0.0019968703854829073
9567,0.026189932599663734,0.258447527885437,0.29494670033454895,0.2704105079174042,0.15000535547733307
12674,0.001149849034845829,4.470222629606724e-4,9.820314589887857e-4,0.008424727246165276,0.9889963865280151
14900,0.013974432833492756,0.07192730903625488,0.26227787137031555,0.5869652628898621,0.06485506147146225
14136,0.06282078474760056,0.3950229287147522,0.48135581612586975,0.05360167846083641,0.007198771927505732
3116,0.09372450411319733,0.722223699092865,0.17270687222480774,0.010494471527636051,8.504944853484631e-4
2379,0.010950819589197636,0.27387571334838867,0.5712659955024719,0.13958655297756195,0.004320955369621515
8692,0.10971149057149887,0.5678114295005798,0.2995469272136688,0.021299198269844055,0.0016309187049046159
3001,0.0369262769818306,0.49960535764694214,0.4372107982635498,0.022830573841929436,0.0034270291216671467
6038,0.003823969978839159,0.1803288757801056,0.6435036063194275,0.163798987865448,0.008544588461518288
10188,0.008848126046359539,0.08751338720321655,0.27591967582702637,0.4400576651096344,0.18766112625598907
12918,0.011025016196072102,0.05494927987456322,0.05959496647119522,0.18456460535526276,0.6898661255836487
9343,0.030155230313539505,0.03463078290224075,0.07874760776758194,0.33355703949928284,0.5229093432426453
6993,0.09198107570409775,0.14951981604099274,0.14568059146404266,0.38199615478515625,0.23082232475280762
8944,0.09287787973880768,0.5771433115005493,0.3151497542858124,0.01289631612598896,0.0019327132031321526
12667,0.7556141018867493,0.13601170480251312,0.09253676980733871,0.008676552213728428,0.0071608223952353
7880,0.03820854797959328,0.07571540027856827,0.6198474168777466,0.20783837139606476,0.058390259742736816
8656,0.08289995789527893,0.15771172940731049,0.5428871512413025,0.2053838074207306,0.011117352172732353
7486,0.006460343487560749,0.06883156299591064,0.3351120352745056,0.5880092978477478,0.0015867885667830706
4571,0.013502949848771095,0.07949646562337875,0.8072875142097473,0.09363408386707306,0.006078982260078192
7900,0.0022166897542774677,0.011267660185694695,0.10668124258518219,0.23390017449855804,0.6459342241287231
11294,0.02371554635465145,0.05932234972715378,0.19703923165798187,0.6862955689430237,0.03362727910280228
5678,0.015072738751769066,0.3236813545227051,0.5756455063819885,0.08202260732650757,0.003577803960070014
5081,0.24752281606197357,0.7338337898254395,0.015837011858820915,0.002018701285123825,7.877178722992539e-4
7635,0.001012451946735382,0.004472661297768354,0.05828661844134331,0.9335794448852539,0.002648811787366867
9465,8.753189467824996e-4,0.0074641150422394276,0.01697281002998352,0.1607622355222702,0.813925564289093
9527,0.03521379455924034,0.08203714340925217,0.4021451771259308,0.40703797340393066,0.07356595247983932
8313,0.006414413917809725,0.006937311962246895,0.36135828495025635,0.5825330018997192,0.04275700822472572
8518,0.010788884945213795,0.060740649700164795,0.3187042772769928,0.5165371894836426,0.09322897344827652
2651,0.006703746505081654,0.01790677197277546,0.2972908616065979,0.6248191595077515,0.05327947065234184
275,8.463747217319906e-4,0.0021422584541141987,0.011563044041395187,0.23019011318683624,0.7552582025527954
14981,0.017948362976312637,0.08517880737781525,0.35317766666412354,0.5110845565795898,0.03261058032512665
9291,0.08651377260684967,0.10656305402517319,0.16289858520030975,0.27940285205841064,0.36462175846099854
15152,0.016033336520195007,0.05422835052013397,0.34459102153778076,0.48848065733909607,0.0966666042804718
14450,0.04203100875020027,0.11534719914197922,0.33795586228370667,0.4430929720401764,0.06157289072871208
9528,0.033973999321460724,0.07777286320924759,0.3910256028175354,0.4209233224391937,0.07630418241024017
14046,0.10597218573093414,0.5057157874107361,0.3340182304382324,0.04980771988630295,0.0044860863126814365
11283,0.02419237792491913,0.05212033540010452,0.15683524310588837,0.4405139684677124,0.32633811235427856
11488,0.06826353818178177,0.24932600557804108,0.30325496196746826,0.33471059799194336,0.044444914907217026
11237,0.040933672338724136,0.10375496745109558,0.39157676696777344,0.3761453628540039,0.08758919686079025
7448,0.0018448983319103718,0.005172085948288441,0.07993493229150772,0.9044409990310669,0.008607081137597561
7544,0.037640344351530075,0.24908415973186493,0.5382093787193298,0.17361335456371307,0.0014527792809531093
8960,0.17914293706417084,0.7364850640296936,0.08229293674230576,0.001707897987216711,3.7121452623978257e-4
10029,0.04449274390935898,0.20556199550628662,0.3633746802806854,0.2945563495159149,0.09201420098543167
9579,0.04703976958990097,0.3052377700805664,0.4462718665599823,0.17237141728401184,0.029079178348183632
10189,0.009979702532291412,0.0922299474477768,0.24668945372104645,0.5104345083236694,0.1406663954257965
14041,0.3547605872154236,0.5735555291175842,0.060544852167367935,0.010067138820886612,0.0010718830162659287
2958,0.001424275222234428,0.003431020537391305,0.011140997521579266,0.08988635987043381,0.8941173553466797
11153,0.036047615110874176,0.35151728987693787,0.33196255564689636,0.23810482025146484,0.04236771911382675
11433,0.033227041363716125,0.270990252494812,0.5977688431739807,0.05463658645749092,0.04337725788354874
8925,0.09087323397397995,0.40942829847335815,0.4675986170768738,0.030005525797605515,0.00209428695961833
8824,0.16379527747631073,0.6103407144546509,0.21622492372989655,0.008136688731610775,0.001502383267506957
5316,0.11848348379135132,0.3569636046886444,0.33188432455062866,0.18441785871982574,0.008250737562775612
4588,0.034059133380651474,0.070782870054245,0.7461985945701599,0.1450766772031784,0.0038827185053378344
3290,0.10448108613491058,0.6720345616340637,0.17877116799354553,0.042852845042943954,0.0018603227799758315
14984,0.01578488200902939,0.05350517854094505,0.31539881229400635,0.5231519341468811,0.092159204185009
2001,0.03277371823787689,0.4679400622844696,0.3866106867790222,0.10579930990934372,0.006876233033835888
3124,0.14725719392299652,0.6120670437812805,0.22269846498966217,0.017154373228549957,8.228960214182734e-4
2271,0.019457833841443062,0.24463437497615814,0.4094269871711731,0.2851177155971527,0.04136311262845993
2267,0.007117975503206253,0.33972853422164917,0.5216574668884277,0.12457990646362305,0.0069161588326096535
7927,0.02203063666820526,0.11681892722845078,0.3112415373325348,0.4730302095413208,0.07687875628471375
14998,0.06069657951593399,0.15522871911525726,0.4664859175682068,0.2619915008544922,0.05559731647372246
2280,0.0075903660617768764,0.23587819933891296,0.48164141178131104,0.265438050031662,0.00945194624364376
14802,0.0010587628930807114,0.01077293511480093,0.05886564403772354,0.3890046775341034,0.5402979850769043
5348,0.11790593713521957,0.27532100677490234,0.15802371501922607,0.35062703490257263,0.09812232106924057
8233,0.007272687740623951,0.04158033803105354,0.6317675113677979,0.27085959911346436,0.048519834876060486
10212,0.2549291253089905,0.4415215253829956,0.15198218822479248,0.14217224717140198,0.009394952096045017
6026,0.009288597851991653,0.3817693293094635,0.5572370290756226,0.04928289353847504,0.0024222012143582106
10208,0.004536678548902273,0.01924530230462551,0.14410243928432465,0.4752037227153778,0.35691189765930176
13144,0.007999543100595474,0.048329807817935944,0.14167748391628265,0.2145739495754242,0.5874192118644714
5798,0.003766854526475072,0.15908442437648773,0.6350144743919373,0.1953456848859787,0.006788577418774366
8348,0.016147635877132416,0.038511499762535095,0.357375830411911,0.5537335276603699,0.03423146530985832
11506,0.09038056433200836,0.43858566880226135,0.36466068029403687,0.09775053709745407,0.00862248707562685
14989,0.0022002917248755693,0.011545329354703426,0.08950940519571304,0.09793881326913834,0.7988061904907227
8990,0.06025945395231247,0.32815152406692505,0.5498083233833313,0.05028337240219116,0.011497290804982185
8895,0.1370675265789032,0.3639712333679199,0.4494577646255493,0.046453021466732025,0.0030504304450005293
4615,0.034217722713947296,0.1498454362154007,0.589474081993103,0.2213410586118698,0.005121676716953516
2359,0.011112483218312263,0.14405399560928345,0.6833385229110718,0.15685322880744934,0.004641725681722164
2918,0.0014615784166380763,5.782711086794734e-4,0.003124585608020425,0.03726557269692421,0.95756995677948
9408,0.03757146745920181,0.09355194866657257,0.24534055590629578,0.37903252243995667,0.24450352787971497
15000,0.005207902751863003,0.009280411526560783,0.017373178154230118,0.1910620480775833,0.7770764827728271
14479,0.0010839382885023952,0.0038455126341432333,0.013694838620722294,0.07904722541570663,0.9023284912109375
10169,0.26338618993759155,0.2026076316833496,0.37907207012176514,0.14828920364379883,0.006644928827881813
12376,0.5322699546813965,0.45549872517585754,0.010645424015820026,0.0012315170606598258,3.543827624525875e-4
8890,0.08592922240495682,0.19428156316280365,0.6607856750488281,0.05460150167346001,0.004402028862386942
5336,0.05484480410814285,0.20359192788600922,0.3182421326637268,0.36679014563560486,0.05653096362948418
11323,0.02458205260336399,0.060051437467336655,0.08389660716056824,0.666839063167572,0.16463080048561096
9541,0.005087196361273527,0.011866834945976734,0.04360277205705643,0.25519245862960815,0.6842507123947144
9509,0.013168021105229855,0.034686025232076645,0.0750550776720047,0.16395987570285797,0.7131310105323792
15068,0.008075365796685219,0.02814945951104164,0.11078714579343796,0.17592735588550568,0.6770607233047485
10168,0.07503435015678406,0.20284339785575867,0.42100825905799866,0.2862396836280823,0.014874321408569813
9563,0.03916044160723686,0.2741842269897461,0.4471781253814697,0.19778792560100555,0.041689272969961166
14803,0.03533737361431122,0.10624870657920837,0.2710476219654083,0.5380972027778625,0.04926912486553192
12949,2.326850953977555e-4,7.750269141979516e-4,0.0019903001375496387,0.005863037426024675,0.9911389946937561
14094,0.13117356598377228,0.6030610203742981,0.22318600118160248,0.04021875560283661,0.0023606568574905396
5119,0.19875383377075195,0.674064576625824,0.12200718373060226,0.004120277240872383,0.001054125721566379
8310,0.008574643172323704,0.005621503572911024,0.06681869924068451,0.8170640468597412,0.10192108899354935
5634,0.015450517646968365,0.6749905943870544,0.2766466438770294,0.03131406754255295,0.00159818259999156
14547,0.024572007358074188,0.050947077572345734,0.2089608758687973,0.4069039821624756,0.3086160719394684
1373,0.01608283445239067,0.08929160237312317,0.2495582550764084,0.5334822535514832,0.11158508062362671
9542,0.051950063556432724,0.27313342690467834,0.39545902609825134,0.2565430700778961,0.02291441708803177
4691,0.037687502801418304,0.3705194890499115,0.5002105236053467,0.0801551565527916,0.011427340097725391
7908,0.002234936924651265,0.00494858855381608,0.005568266846239567,0.057672128081321716,0.9295760989189148
14172,0.0420142337679863,0.23887793719768524,0.5813375115394592,0.12774033844470978,0.010029926896095276
14524,0.0035692991223186255,0.0011165778851136565,0.0014262627810239792,0.01683431677520275,0.9770534634590149
10095,0.21852706372737885,0.23904305696487427,0.4155726730823517,0.11219566315412521,0.014661488123238087
3138,0.1714196652173996,0.6285822987556458,0.18896092474460602,0.010374416597187519,6.626740796491504e-4
3401,0.11208099871873856,0.6079015731811523,0.2441571205854416,0.034737445414066315,0.0011228052899241447
14048,0.26064252853393555,0.6112404465675354,0.09775691479444504,0.027533233165740967,0.00282685668207705
9389,0.06379935145378113,0.04405410215258598,0.10096254199743271,0.2995815873146057,0.49160245060920715
8219,0.0028617633506655693,0.005190924275666475,0.04161681979894638,0.42518875002861023,0.5251417756080627
9967,0.0039095827378332615,0.01948181726038456,0.09625478833913803,0.476694792509079,0.40365901589393616
3132,0.07692840695381165,0.6886781454086304,0.22498300671577454,0.008590404875576496,8.200790616683662e-4
8808,0.11133069545030594,0.677053689956665,0.20178279280662537,0.008277717046439648,0.001555070048198104
9524,0.20941781997680664,0.3355836868286133,0.3270862102508545,0.11052606254816055,0.017386261373758316
8364,0.007824921980500221,0.007511340547353029,0.032788872718811035,0.6507775187492371,0.3010973632335663
9214,0.8515163064002991,0.09474442899227142,0.04175512120127678,0.007038213312625885,0.0049459789879620075
7843,0.017114030197262764,0.08631951361894608,0.3891717493534088,0.38229677081108093,0.12509797513484955
9532,0.02828783169388771,0.06332036107778549,0.30833756923675537,0.5575466156005859,0.042507629841566086
14745,0.002186751691624522,0.013785326853394508,0.04379045218229294,0.123851478099823,0.8163860440254211
14039,0.16013076901435852,0.5621476769447327,0.2098013311624527,0.06161937490105629,0.0063008395954966545
13202,0.02173471823334694,0.1924879401922226,0.7121526002883911,0.06421784311532974,0.0094068618491292
9267,0.005702792201191187,0.030760429799556732,0.06869255751371384,0.19831696152687073,0.6965272426605225
1963,0.02445356175303459,0.5911393761634827,0.3255228102207184,0.054485440254211426,0.004398755729198456
10085,0.15290912985801697,0.18428274989128113,0.3820819854736328,0.25737103819847107,0.02335512265563011
12055,0.38720786571502686,0.5590311288833618,0.04662736505270004,0.006461397744715214,6.721905083395541e-4
7108,0.1825074404478073,0.7410273551940918,0.07288351655006409,0.0025110405404120684,0.001070639817044139
12689,0.09283487498760223,0.24397674202919006,0.30283936858177185,0.2347651571035385,0.12558387219905853
12061,0.7656140923500061,0.21001450717449188,0.022804327309131622,0.0013360589509829879,2.3099311511032283e-4
4548,0.027692552655935287,0.07547948509454727,0.5323259234428406,0.3494982421398163,0.015003779903054237
10086,0.003972919657826424,0.026928594335913658,0.1287364661693573,0.5115565657615662,0.32880544662475586
6963,0.055405549705028534,0.32757237553596497,0.4801682233810425,0.12368517369031906,0.013168741017580032
14007,0.05133096128702164,0.07954642176628113,0.5616233944892883,0.27933529019355774,0.028163906186819077
11110,0.015480473637580872,0.09491970390081406,0.10001548379659653,0.27587220072746277,0.5137121081352234
5557,0.014773578383028507,0.2809116244316101,0.6453211307525635,0.054120246320962906,0.004873448517173529
10800,0.23923316597938538,0.1125047504901886,0.10584161430597305,0.25685474276542664,0.28556570410728455
10801,0.2822064757347107,0.2543851137161255,0.22429384291172028,0.18126285076141357,0.05785175412893295
8552,0.11644405126571655,0.46593230962753296,0.35502269864082336,0.06126214563846588,0.0013388176448643208
11672,0.031133567914366722,0.04206447675824165,0.2010376900434494,0.6705210208892822,0.05524325370788574
14124,0.11563437432050705,0.4349746108055115,0.28025752305984497,0.160563662648201,0.008569798432290554
13120,0.0012690372532233596,0.0036168196238577366,0.014084212481975555,0.05043893679976463,0.9305910468101501
9206,0.8301872611045837,0.11067052185535431,0.04605002701282501,0.007808308582752943,0.005283872131258249
9555,0.013746037147939205,0.026467226445674896,0.052494343370199203,0.2237493395805359,0.6835430264472961
13189,0.02146466076374054,0.20252138376235962,0.7033039927482605,0.06341993063688278,0.009289979934692383
4630,0.003373153042048216,0.009298340417444706,0.009754707105457783,0.11291106045246124,0.864662766456604
9571,0.044945307075977325,0.23983211815357208,0.46194982528686523,0.22035732865333557,0.03291536867618561
14013,0.01934647187590599,0.12360725551843643,0.5972379446029663,0.23595012724399567,0.023858243599534035
1858,0.001765688182786107,9.007066255435348e-4,6.776522495783865e-4,0.007425974123179913,0.9892299771308899
5059,0.10401955246925354,0.7919576168060303,0.09938386082649231,0.0036418060772120953,9.972364641726017e-4
12859,0.005707340314984322,0.01030677929520607,0.07046722620725632,0.18646672368049622,0.7270519137382507
4605,0.0023540789261460304,0.013885365799069405,0.11539637297391891,0.7851324677467346,0.08323176950216293
12785,0.03142217919230461,0.30510759353637695,0.6073793768882751,0.054314274340867996,0.0017765897791832685
13542,0.0548320971429348,0.575057864189148,0.35894083976745605,0.010608190670609474,5.609649233520031e-4
13546,0.05473025515675545,0.570162296295166,0.36357229948043823,0.010961604304611683,5.735672311857343e-4
14116,0.09020152688026428,0.2756842374801636,0.4665701687335968,0.15688341856002808,0.010660603642463684
11169,0.015006003901362419,0.09833113849163055,0.2313171923160553,0.5709529519081116,0.08439269661903381
12934,0.07983001321554184,0.1765134483575821,0.6068783402442932,0.12883397936820984,0.007944220677018166
7066,0.07770022749900818,0.4415598213672638,0.43038803339004517,0.04665298014879227,0.00369887868873775
8691,0.09706538170576096,0.45715296268463135,0.414256751537323,0.030217904597520828,0.0013069582637399435
11714,0.0788535624742508,0.5331213474273682,0.29550501704216003,0.07875204086303711,0.013768024742603302
14407,0.013121364638209343,0.04419558495283127,0.2554945647716522,0.38364800810813904,0.30354049801826477
14807,0.026865731924772263,0.03702971339225769,0.06851521134376526,0.19636666774749756,0.6712226867675781
7874,0.016621699556708336,0.07983140647411346,0.22257877886295319,0.4659024477005005,0.21506564319133759
11193,0.01812722533941269,0.031612906605005264,0.1341753900051117,0.4443144202232361,0.3717700242996216
11327,0.010061518289148808,0.019210465252399445,0.04468846321105957,0.20529140532016754,0.7207481265068054
8316,0.01579335704445839,0.03938688337802887,0.606015145778656,0.3309600055217743,0.007844658568501472
7076,0.18752498924732208,0.34549468755722046,0.40655583143234253,0.05565569922327995,0.004768806044012308
10019,0.1876024305820465,0.3951432704925537,0.3269474506378174,0.0858098492026329,0.004497037269175053
14548,0.006165328435599804,0.015248714946210384,0.036818474531173706,0.20481273531913757,0.7369547486305237
12602,0.0639340803027153,0.24645724892616272,0.6371718049049377,0.04989953711628914,0.0025373429525643587
8934,0.07588286697864532,0.6737228035926819,0.23444823920726776,0.014985893853008747,9.602475329302251e-4
13020,0.07926888018846512,0.2350744754076004,0.6293327212333679,0.04839704558253288,0.007926898077130318
9499,0.02278236858546734,0.04240329563617706,0.09458436816930771,0.32363852858543396,0.516591489315033
3870,0.12139449268579483,0.7545608878135681,0.11283618211746216,0.009803694672882557,0.0014047537697479129
5203,0.23968861997127533,0.7414310574531555,0.016126267611980438,0.0019361204467713833,8.179057622328401e-4
8971,0.04140177741646767,0.45151785016059875,0.48914802074432373,0.016910774633288383,0.001021585427224636
6019,0.014398274011909962,0.4137035310268402,0.5204586386680603,0.04918716847896576,0.002252353588119149
